Year,Race,Driver,Constructor,Position,Points
2021,Saudi Arabian Grand Prix,Gasly,AlphaTauri,6,8.0
2021,Saudi Arabian Grand Prix,Leclerc,Ferrari,7,6.0
2021,Saudi Arabian Grand Prix,Sainz,Ferrari,8,4.0
2021,Saudi Arabian Grand Prix,Giovinazzi,Alfa Romeo,9,2.0
2021,Saudi Arabian Grand Prix,Norris,McLaren,10,1.0
2021,Saudi Arabian Grand Prix,Stroll,Aston Martin,11,0.0
2021,Saudi Arabian Grand Prix,Latifi,Williams,12,0.0
2021,Saudi Arabian Grand Prix,Alonso,Alpine F1 Team,13,0.0
2021,Saudi Arabian Grand Prix,Tsunoda,AlphaTauri,14,0.0
2021,Saudi Arabian Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2021,Saudi Arabian Grand Prix,Vettel,Aston Martin,16,0.0
2021,Saudi Arabian Grand Prix,Pérez,Red Bull,17,0.0
2021,Saudi Arabian Grand Prix,Mazepin,Haas F1 Team,18,0.0
2021,Saudi Arabian Grand Prix,Russell,Williams,19,0.0
2021,Saudi Arabian Grand Prix,Schumacher,Haas F1 Team,20,0.0
2021,Spanish Grand Prix,Hamilton,Mercedes,1,25.0
2021,Spanish Grand Prix,Verstappen,Red Bull,2,19.0
2021,Spanish Grand Prix,Bottas,Mercedes,3,15.0
2021,Spanish Grand Prix,Leclerc,Ferrari,4,12.0
2021,Spanish Grand Prix,Pérez,Red Bull,5,10.0
2021,Spanish Grand Prix,Ricciardo,McLaren,6,8.0
2021,Spanish Grand Prix,Sainz,Ferrari,7,6.0
2021,Spanish Grand Prix,Norris,McLaren,8,4.0
2021,Spanish Grand Prix,Ocon,Alpine F1 Team,9,2.0
2021,Spanish Grand Prix,Gasly,AlphaTauri,10,1.0
2021,Spanish Grand Prix,Stroll,Aston Martin,11,0.0
2021,Spanish Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2021,Spanish Grand Prix,Vettel,Aston Martin,13,0.0
2021,Spanish Grand Prix,Russell,Williams,14,0.0
2021,Spanish Grand Prix,Giovinazzi,Alfa Romeo,15,0.0
2021,Spanish Grand Prix,Latifi,Williams,16,0.0
2021,Spanish Grand Prix,Alonso,Alpine F1 Team,17,0.0
2021,Spanish Grand Prix,Schumacher,Haas F1 Team,18,0.0
2021,Spanish Grand Prix,Mazepin,Haas F1 Team,19,0.0
2021,Spanish Grand Prix,Tsunoda,AlphaTauri,20,0.0
2021,Styrian Grand Prix,Verstappen,Red Bull,1,25.0
2021,Styrian Grand Prix,Hamilton,Mercedes,2,19.0
2021,Styrian Grand Prix,Bottas,Mercedes,3,15.0
2021,Styrian Grand Prix,Pérez,Red Bull,4,12.0
2021,Styrian Grand Prix,Norris,McLaren,5,10.0
2021,Styrian Grand Prix,Sainz,Ferrari,6,8.0
2021,Styrian Grand Prix,Leclerc,Ferrari,7,6.0
2021,Styrian Grand Prix,Stroll,Aston Martin,8,4.0
2021,Styrian Grand Prix,Alonso,Alpine F1 Team,9,2.0
2021,Styrian Grand Prix,Tsunoda,AlphaTauri,10,1.0
2021,Styrian Grand Prix,Räikkönen,Alfa Romeo,11,0.0
2021,Styrian Grand Prix,Vettel,Aston Martin,12,0.0
2021,Styrian Grand Prix,Ricciardo,McLaren,13,0.0
2021,Styrian Grand Prix,Ocon,Alpine F1 Team,14,0.0
2021,Styrian Grand Prix,Giovinazzi,Alfa Romeo,15,0.0
2021,Styrian Grand Prix,Schumacher,Haas F1 Team,16,0.0
2021,Styrian Grand Prix,Latifi,Williams,17,0.0
2021,Styrian Grand Prix,Mazepin,Haas F1 Team,18,0.0
2021,Styrian Grand Prix,Russell,Williams,19,0.0
2021,Styrian Grand Prix,Gasly,AlphaTauri,20,0.0
2021,São Paulo Grand Prix,Hamilton,Mercedes,1,25.0
2021,São Paulo Grand Prix,Verstappen,Red Bull,2,18.0
2021,São Paulo Grand Prix,Bottas,Mercedes,3,15.0
2021,São Paulo Grand Prix,Pérez,Red Bull,4,13.0
2021,São Paulo Grand Prix,Leclerc,Ferrari,5,10.0
2021,São Paulo Grand Prix,Sainz,Ferrari,6,8.0
2021,São Paulo Grand Prix,Gasly,AlphaTauri,7,6.0
2021,São Paulo Grand Prix,Ocon,Alpine F1 Team,8,4.0
2021,São Paulo Grand Prix,Alonso,Alpine F1 Team,9,2.0
2021,São Paulo Grand Prix,Norris,McLaren,10,1.0
2021,São Paulo Grand Prix,Vettel,Aston Martin,11,0.0
2021,São Paulo Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2021,São Paulo Grand Prix,Russell,Williams,13,0.0
2021,São Paulo Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2021,São Paulo Grand Prix,Tsunoda,AlphaTauri,15,0.0
2021,São Paulo Grand Prix,Latifi,Williams,16,0.0
2021,São Paulo Grand Prix,Mazepin,Haas F1 Team,17,0.0
2021,São Paulo Grand Prix,Schumacher,Haas F1 Team,18,0.0
2021,São Paulo Grand Prix,Ricciardo,McLaren,19,0.0
2021,São Paulo Grand Prix,Stroll,Aston Martin,20,0.0
2021,Turkish Grand Prix,Bottas,Mercedes,1,26.0
2021,Turkish Grand Prix,Verstappen,Red Bull,2,18.0
2021,Turkish Grand Prix,Pérez,Red Bull,3,15.0
2021,Turkish Grand Prix,Leclerc,Ferrari,4,12.0
2021,Turkish Grand Prix,Hamilton,Mercedes,5,10.0
2021,Turkish Grand Prix,Gasly,AlphaTauri,6,8.0
2021,Turkish Grand Prix,Norris,McLaren,7,6.0
2021,Turkish Grand Prix,Sainz,Ferrari,8,4.0
2021,Turkish Grand Prix,Stroll,Aston Martin,9,2.0
2021,Turkish Grand Prix,Ocon,Alpine F1 Team,10,1.0
2021,Turkish Grand Prix,Giovinazzi,Alfa Romeo,11,0.0
2021,Turkish Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2021,Turkish Grand Prix,Ricciardo,McLaren,13,0.0
2021,Turkish Grand Prix,Tsunoda,AlphaTauri,14,0.0
2021,Turkish Grand Prix,Russell,Williams,15,0.0
2021,Turkish Grand Prix,Alonso,Alpine F1 Team,16,0.0
2021,Turkish Grand Prix,Latifi,Williams,17,0.0
2021,Turkish Grand Prix,Vettel,Aston Martin,18,0.0
2021,Turkish Grand Prix,Schumacher,Haas F1 Team,19,0.0
2021,Turkish Grand Prix,Mazepin,Haas F1 Team,20,0.0
2021,United States Grand Prix,Verstappen,Red Bull,1,25.0
2021,United States Grand Prix,Hamilton,Mercedes,2,19.0
2021,United States Grand Prix,Pérez,Red Bull,3,15.0
2021,United States Grand Prix,Leclerc,Ferrari,4,12.0
2021,United States Grand Prix,Ricciardo,McLaren,5,10.0
2021,United States Grand Prix,Bottas,Mercedes,6,8.0
2021,United States Grand Prix,Sainz,Ferrari,7,6.0
2021,United States Grand Prix,Norris,McLaren,8,4.0
2021,United States Grand Prix,Tsunoda,AlphaTauri,9,2.0
2021,United States Grand Prix,Vettel,Aston Martin,10,1.0
2021,United States Grand Prix,Giovinazzi,Alfa Romeo,11,0.0
2021,United States Grand Prix,Stroll,Aston Martin,12,0.0
2021,United States Grand Prix,Räikkönen,Alfa Romeo,13,0.0
2021,United States Grand Prix,Russell,Williams,14,0.0
2021,United States Grand Prix,Latifi,Williams,15,0.0
2021,United States Grand Prix,Schumacher,Haas F1 Team,16,0.0
2021,United States Grand Prix,Mazepin,Haas F1 Team,17,0.0
2021,United States Grand Prix,Alonso,Alpine F1 Team,18,0.0
2021,United States Grand Prix,Ocon,Alpine F1 Team,19,0.0
2021,United States Grand Prix,Gasly,AlphaTauri,20,0.0
2022,Abu Dhabi Grand Prix,Verstappen,Red Bull,1,25.0
2022,Abu Dhabi Grand Prix,Leclerc,Ferrari,2,18.0
2022,Abu Dhabi Grand Prix,Pérez,Red Bull,3,15.0
2022,Abu Dhabi Grand Prix,Sainz,Ferrari,4,12.0
2022,Abu Dhabi Grand Prix,Russell,Mercedes,5,10.0
2022,Abu Dhabi Grand Prix,Norris,McLaren,6,9.0
2022,Abu Dhabi Grand Prix,Ocon,Alpine F1 Team,7,6.0
2022,Abu Dhabi Grand Prix,Stroll,Aston Martin,8,4.0
2022,Abu Dhabi Grand Prix,Ricciardo,McLaren,9,2.0
2022,Abu Dhabi Grand Prix,Vettel,Aston Martin,10,1.0
2022,Abu Dhabi Grand Prix,Tsunoda,AlphaTauri,11,0.0
2022,Abu Dhabi Grand Prix,Zhou,Alfa Romeo,12,0.0
2022,Abu Dhabi Grand Prix,Albon,Williams,13,0.0
2022,Abu Dhabi Grand Prix,Gasly,AlphaTauri,14,0.0
2022,Abu Dhabi Grand Prix,Bottas,Alfa Romeo,15,0.0
2022,Abu Dhabi Grand Prix,Schumacher,Haas F1 Team,16,0.0
2022,Abu Dhabi Grand Prix,Magnussen,Haas F1 Team,17,0.0
2022,Abu Dhabi Grand Prix,Hamilton,Mercedes,18,0.0
2022,Abu Dhabi Grand Prix,Latifi,Williams,19,0.0
2022,Abu Dhabi Grand Prix,Alonso,Alpine F1 Team,20,0.0
2022,Australian Grand Prix,Leclerc,Ferrari,1,26.0
2022,Australian Grand Prix,Pérez,Red Bull,2,18.0
2022,Australian Grand Prix,Russell,Mercedes,3,15.0
2022,Australian Grand Prix,Hamilton,Mercedes,4,12.0
2022,Australian Grand Prix,Norris,McLaren,5,10.0
2022,Australian Grand Prix,Ricciardo,McLaren,6,8.0
2022,Australian Grand Prix,Ocon,Alpine F1 Team,7,6.0
2022,Australian Grand Prix,Bottas,Alfa Romeo,8,4.0
2022,Australian Grand Prix,Gasly,AlphaTauri,9,2.0
2022,Australian Grand Prix,Albon,Williams,10,1.0
2022,Australian Grand Prix,Zhou,Alfa Romeo,11,0.0
2022,Australian Grand Prix,Stroll,Aston Martin,12,0.0
2022,Australian Grand Prix,Schumacher,Haas F1 Team,13,0.0
2022,Australian Grand Prix,Magnussen,Haas F1 Team,14,0.0
2022,Australian Grand Prix,Tsunoda,AlphaTauri,15,0.0
2022,Australian Grand Prix,Latifi,Williams,16,0.0
2022,Australian Grand Prix,Alonso,Alpine F1 Team,17,0.0
2022,Australian Grand Prix,Verstappen,Red Bull,18,0.0
2022,Australian Grand Prix,Vettel,Aston Martin,19,0.0
2022,Australian Grand Prix,Sainz,Ferrari,20,0.0
2022,Austrian Grand Prix,Leclerc,Ferrari,1,25.0
2022,Austrian Grand Prix,Verstappen,Red Bull,2,19.0
2022,Austrian Grand Prix,Hamilton,Mercedes,3,15.0
2022,Austrian Grand Prix,Russell,Mercedes,4,12.0
2022,Austrian Grand Prix,Ocon,Alpine F1 Team,5,10.0
2022,Austrian Grand Prix,Schumacher,Haas F1 Team,6,8.0
2022,Austrian Grand Prix,Norris,McLaren,7,6.0
2022,Austrian Grand Prix,Magnussen,Haas F1 Team,8,4.0
2022,Austrian Grand Prix,Ricciardo,McLaren,9,2.0
2022,Austrian Grand Prix,Alonso,Alpine F1 Team,10,1.0
2022,Austrian Grand Prix,Bottas,Alfa Romeo,11,0.0
2022,Austrian Grand Prix,Albon,Williams,12,0.0
2022,Austrian Grand Prix,Stroll,Aston Martin,13,0.0
2022,Austrian Grand Prix,Zhou,Alfa Romeo,14,0.0
2022,Austrian Grand Prix,Gasly,AlphaTauri,15,0.0
2022,Austrian Grand Prix,Tsunoda,AlphaTauri,16,0.0
2022,Austrian Grand Prix,Vettel,Aston Martin,17,0.0
2022,Austrian Grand Prix,Sainz,Ferrari,18,0.0
2022,Austrian Grand Prix,Latifi,Williams,19,0.0
2022,Austrian Grand Prix,Pérez,Red Bull,20,0.0
2022,Azerbaijan Grand Prix,Verstappen,Red Bull,1,25.0
2022,Azerbaijan Grand Prix,Pérez,Red Bull,2,19.0
2022,Azerbaijan Grand Prix,Russell,Mercedes,3,15.0
2022,Azerbaijan Grand Prix,Hamilton,Mercedes,4,12.0
2022,Azerbaijan Grand Prix,Gasly,AlphaTauri,5,10.0
2022,Azerbaijan Grand Prix,Vettel,Aston Martin,6,8.0
2022,Azerbaijan Grand Prix,Alonso,Alpine F1 Team,7,6.0
2022,Azerbaijan Grand Prix,Ricciardo,McLaren,8,4.0
2022,Azerbaijan Grand Prix,Norris,McLaren,9,2.0
2022,Azerbaijan Grand Prix,Ocon,Alpine F1 Team,10,1.0
2022,Azerbaijan Grand Prix,Bottas,Alfa Romeo,11,0.0
2022,Azerbaijan Grand Prix,Albon,Williams,12,0.0
2022,Azerbaijan Grand Prix,Tsunoda,AlphaTauri,13,0.0
2022,Azerbaijan Grand Prix,Schumacher,Haas F1 Team,14,0.0
2022,Azerbaijan Grand Prix,Latifi,Williams,15,0.0
2022,Azerbaijan Grand Prix,Stroll,Aston Martin,16,0.0
2022,Azerbaijan Grand Prix,Magnussen,Haas F1 Team,17,0.0
2022,Azerbaijan Grand Prix,Zhou,Alfa Romeo,18,0.0
2022,Azerbaijan Grand Prix,Leclerc,Ferrari,19,0.0
2022,Azerbaijan Grand Prix,Sainz,Ferrari,20,0.0
2022,Bahrain Grand Prix,Leclerc,Ferrari,1,26.0
2022,Bahrain Grand Prix,Sainz,Ferrari,2,18.0
2022,Bahrain Grand Prix,Hamilton,Mercedes,3,15.0
2022,Bahrain Grand Prix,Russell,Mercedes,4,12.0
2022,Bahrain Grand Prix,Magnussen,Haas F1 Team,5,10.0
2022,Bahrain Grand Prix,Bottas,Alfa Romeo,6,8.0
2022,Bahrain Grand Prix,Ocon,Alpine F1 Team,7,6.0
2022,Bahrain Grand Prix,Tsunoda,AlphaTauri,8,4.0
2022,Bahrain Grand Prix,Alonso,Alpine F1 Team,9,2.0
2022,Bahrain Grand Prix,Zhou,Alfa Romeo,10,1.0
2022,Bahrain Grand Prix,Schumacher,Haas F1 Team,11,0.0
2022,Bahrain Grand Prix,Stroll,Aston Martin,12,0.0
2022,Bahrain Grand Prix,Albon,Williams,13,0.0
2022,Bahrain Grand Prix,Ricciardo,McLaren,14,0.0
2022,Bahrain Grand Prix,Norris,McLaren,15,0.0
2022,Bahrain Grand Prix,Latifi,Williams,16,0.0
2022,Bahrain Grand Prix,Hülkenberg,Aston Martin,17,0.0
2022,Bahrain Grand Prix,Pérez,Red Bull,18,0.0
2022,Bahrain Grand Prix,Verstappen,Red Bull,19,0.0
2022,Bahrain Grand Prix,Gasly,AlphaTauri,20,0.0
2022,Belgian Grand Prix,Verstappen,Red Bull,1,26.0
2022,Belgian Grand Prix,Pérez,Red Bull,2,18.0
2022,Belgian Grand Prix,Sainz,Ferrari,3,15.0
2022,Belgian Grand Prix,Russell,Mercedes,4,12.0
2022,Belgian Grand Prix,Alonso,Alpine F1 Team,5,10.0
2022,Belgian Grand Prix,Leclerc,Ferrari,6,8.0
2022,Belgian Grand Prix,Ocon,Alpine F1 Team,7,6.0
2022,Belgian Grand Prix,Vettel,Aston Martin,8,4.0
2022,Belgian Grand Prix,Gasly,AlphaTauri,9,2.0
2022,Belgian Grand Prix,Albon,Williams,10,1.0
2022,Belgian Grand Prix,Stroll,Aston Martin,11,0.0
2022,Belgian Grand Prix,Norris,McLaren,12,0.0
2022,Belgian Grand Prix,Tsunoda,AlphaTauri,13,0.0
2022,Belgian Grand Prix,Zhou,Alfa Romeo,14,0.0
2022,Belgian Grand Prix,Ricciardo,McLaren,15,0.0
2022,Belgian Grand Prix,Magnussen,Haas F1 Team,16,0.0
2022,Belgian Grand Prix,Schumacher,Haas F1 Team,17,0.0
2022,Belgian Grand Prix,Latifi,Williams,18,0.0
2022,Belgian Grand Prix,Bottas,Alfa Romeo,19,0.0
2022,Belgian Grand Prix,Hamilton,Mercedes,20,0.0
2022,British Grand Prix,Sainz,Ferrari,1,25.0
2022,British Grand Prix,Pérez,Red Bull,2,18.0
2022,British Grand Prix,Hamilton,Mercedes,3,16.0
2022,British Grand Prix,Leclerc,Ferrari,4,12.0
2022,British Grand Prix,Alonso,Alpine F1 Team,5,10.0
2022,British Grand Prix,Norris,McLaren,6,8.0
2022,British Grand Prix,Verstappen,Red Bull,7,6.0
2022,British Grand Prix,Schumacher,Haas F1 Team,8,4.0
2022,British Grand Prix,Vettel,Aston Martin,9,2.0
2022,British Grand Prix,Magnussen,Haas F1 Team,10,1.0
2022,British Grand Prix,Stroll,Aston Martin,11,0.0
2022,British Grand Prix,Latifi,Williams,12,0.0
2022,British Grand Prix,Ricciardo,McLaren,13,0.0
2022,British Grand Prix,Tsunoda,AlphaTauri,14,0.0
2022,British Grand Prix,Ocon,Alpine F1 Team,15,0.0
2022,British Grand Prix,Gasly,AlphaTauri,16,0.0
2022,British Grand Prix,Bottas,Alfa Romeo,17,0.0
2022,British Grand Prix,Russell,Mercedes,18,0.0
2022,British Grand Prix,Zhou,Alfa Romeo,19,0.0
2022,British Grand Prix,Albon,Williams,20,0.0
2022,Canadian Grand Prix,Verstappen,Red Bull,1,25.0
2022,Canadian Grand Prix,Sainz,Ferrari,2,19.0
2022,Canadian Grand Prix,Hamilton,Mercedes,3,15.0
2022,Canadian Grand Prix,Russell,Mercedes,4,12.0
2022,Canadian Grand Prix,Leclerc,Ferrari,5,10.0
2022,Canadian Grand Prix,Ocon,Alpine F1 Team,6,8.0
2022,Canadian Grand Prix,Bottas,Alfa Romeo,7,6.0
2022,Canadian Grand Prix,Zhou,Alfa Romeo,8,4.0
2022,Canadian Grand Prix,Alonso,Alpine F1 Team,9,2.0
2022,Canadian Grand Prix,Stroll,Aston Martin,10,1.0
2022,Canadian Grand Prix,Ricciardo,McLaren,11,0.0
2022,Canadian Grand Prix,Vettel,Aston Martin,12,0.0
2022,Canadian Grand Prix,Albon,Williams,13,0.0
2022,Canadian Grand Prix,Gasly,AlphaTauri,14,0.0
2022,Canadian Grand Prix,Norris,McLaren,15,0.0
2022,Canadian Grand Prix,Latifi,Williams,16,0.0
2022,Canadian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2022,Canadian Grand Prix,Tsunoda,AlphaTauri,18,0.0
2022,Canadian Grand Prix,Schumacher,Haas F1 Team,19,0.0
2022,Canadian Grand Prix,Pérez,Red Bull,20,0.0
2022,Dutch Grand Prix,Verstappen,Red Bull,1,26.0
2022,Dutch Grand Prix,Russell,Mercedes,2,18.0
2022,Dutch Grand Prix,Leclerc,Ferrari,3,15.0
2022,Dutch Grand Prix,Hamilton,Mercedes,4,12.0
2022,Dutch Grand Prix,Pérez,Red Bull,5,10.0
2022,Dutch Grand Prix,Alonso,Alpine F1 Team,6,8.0
2022,Dutch Grand Prix,Norris,McLaren,7,6.0
2022,Dutch Grand Prix,Sainz,Ferrari,8,4.0
2022,Dutch Grand Prix,Ocon,Alpine F1 Team,9,2.0
2022,Dutch Grand Prix,Stroll,Aston Martin,10,1.0
2022,Dutch Grand Prix,Gasly,AlphaTauri,11,0.0
2022,Dutch Grand Prix,Albon,Williams,12,0.0
2022,Dutch Grand Prix,Schumacher,Haas F1 Team,13,0.0
2022,Dutch Grand Prix,Vettel,Aston Martin,14,0.0
2022,Dutch Grand Prix,Magnussen,Haas F1 Team,15,0.0
2022,Dutch Grand Prix,Zhou,Alfa Romeo,16,0.0
2022,Dutch Grand Prix,Ricciardo,McLaren,17,0.0
2022,Dutch Grand Prix,Latifi,Williams,18,0.0
2022,Dutch Grand Prix,Bottas,Alfa Romeo,19,0.0
2022,Dutch Grand Prix,Tsunoda,AlphaTauri,20,0.0
2022,Emilia Romagna Grand Prix,Verstappen,Red Bull,1,26.0
2022,Emilia Romagna Grand Prix,Pérez,Red Bull,2,18.0
2022,Emilia Romagna Grand Prix,Norris,McLaren,3,15.0
2022,Emilia Romagna Grand Prix,Russell,Mercedes,4,12.0
2022,Emilia Romagna Grand Prix,Bottas,Alfa Romeo,5,10.0
2022,Emilia Romagna Grand Prix,Leclerc,Ferrari,6,8.0
2022,Emilia Romagna Grand Prix,Tsunoda,AlphaTauri,7,6.0
2022,Emilia Romagna Grand Prix,Vettel,Aston Martin,8,4.0
2022,Emilia Romagna Grand Prix,Magnussen,Haas F1 Team,9,2.0
2022,Emilia Romagna Grand Prix,Stroll,Aston Martin,10,1.0
2022,Emilia Romagna Grand Prix,Albon,Williams,11,0.0
2022,Emilia Romagna Grand Prix,Gasly,AlphaTauri,12,0.0
2022,Emilia Romagna Grand Prix,Hamilton,Mercedes,13,0.0
2022,Emilia Romagna Grand Prix,Ocon,Alpine F1 Team,14,0.0
2022,Emilia Romagna Grand Prix,Zhou,Alfa Romeo,15,0.0
2022,Emilia Romagna Grand Prix,Latifi,Williams,16,0.0
2022,Emilia Romagna Grand Prix,Schumacher,Haas F1 Team,17,0.0
2022,Emilia Romagna Grand Prix,Ricciardo,McLaren,18,0.0
2022,Emilia Romagna Grand Prix,Alonso,Alpine F1 Team,19,0.0
2022,Emilia Romagna Grand Prix,Sainz,Ferrari,20,0.0
2022,French Grand Prix,Verstappen,Red Bull,1,25.0
2022,French Grand Prix,Hamilton,Mercedes,2,18.0
2022,French Grand Prix,Russell,Mercedes,3,15.0
2022,French Grand Prix,Pérez,Red Bull,4,12.0
2022,French Grand Prix,Sainz,Ferrari,5,11.0
2022,French Grand Prix,Alonso,Alpine F1 Team,6,8.0
2022,French Grand Prix,Norris,McLaren,7,6.0
2022,French Grand Prix,Ocon,Alpine F1 Team,8,4.0
2022,French Grand Prix,Ricciardo,McLaren,9,2.0
2022,French Grand Prix,Stroll,Aston Martin,10,1.0
2022,French Grand Prix,Vettel,Aston Martin,11,0.0
2022,French Grand Prix,Gasly,AlphaTauri,12,0.0
2022,French Grand Prix,Albon,Williams,13,0.0
2022,French Grand Prix,Bottas,Alfa Romeo,14,0.0
2022,French Grand Prix,Schumacher,Haas F1 Team,15,0.0
2022,French Grand Prix,Zhou,Alfa Romeo,16,0.0
2022,French Grand Prix,Latifi,Williams,17,0.0
2022,French Grand Prix,Magnussen,Haas F1 Team,18,0.0
2022,French Grand Prix,Leclerc,Ferrari,19,0.0
2022,French Grand Prix,Tsunoda,AlphaTauri,20,0.0
2022,Hungarian Grand Prix,Verstappen,Red Bull,1,25.0
2022,Hungarian Grand Prix,Hamilton,Mercedes,2,19.0
2022,Hungarian Grand Prix,Russell,Mercedes,3,15.0
2022,Hungarian Grand Prix,Sainz,Ferrari,4,12.0
2022,Hungarian Grand Prix,Pérez,Red Bull,5,10.0
2022,Hungarian Grand Prix,Leclerc,Ferrari,6,8.0
2022,Hungarian Grand Prix,Norris,McLaren,7,6.0
2022,Hungarian Grand Prix,Alonso,Alpine F1 Team,8,4.0
2022,Hungarian Grand Prix,Ocon,Alpine F1 Team,9,2.0
2022,Hungarian Grand Prix,Vettel,Aston Martin,10,1.0
2022,Hungarian Grand Prix,Stroll,Aston Martin,11,0.0
2022,Hungarian Grand Prix,Gasly,AlphaTauri,12,0.0
2022,Hungarian Grand Prix,Zhou,Alfa Romeo,13,0.0
2022,Hungarian Grand Prix,Schumacher,Haas F1 Team,14,0.0
2022,Hungarian Grand Prix,Ricciardo,McLaren,15,0.0
2022,Hungarian Grand Prix,Magnussen,Haas F1 Team,16,0.0
2022,Hungarian Grand Prix,Albon,Williams,17,0.0
2022,Hungarian Grand Prix,Latifi,Williams,18,0.0
2022,Hungarian Grand Prix,Tsunoda,AlphaTauri,19,0.0
2022,Hungarian Grand Prix,Bottas,Alfa Romeo,20,0.0
2022,Italian Grand Prix,Verstappen,Red Bull,1,25.0
2022,Italian Grand Prix,Leclerc,Ferrari,2,18.0
2022,Italian Grand Prix,Russell,Mercedes,3,15.0
2022,Italian Grand Prix,Sainz,Ferrari,4,12.0
2022,Italian Grand Prix,Hamilton,Mercedes,5,10.0
2022,Italian Grand Prix,Pérez,Red Bull,6,9.0
2022,Italian Grand Prix,Norris,McLaren,7,6.0
2022,Italian Grand Prix,Gasly,AlphaTauri,8,4.0
2022,Italian Grand Prix,de Vries,Williams,9,2.0
2022,Italian Grand Prix,Zhou,Alfa Romeo,10,1.0
2022,Italian Grand Prix,Ocon,Alpine F1 Team,11,0.0
2022,Italian Grand Prix,Schumacher,Haas F1 Team,12,0.0
2022,Italian Grand Prix,Bottas,Alfa Romeo,13,0.0
2022,Italian Grand Prix,Tsunoda,AlphaTauri,14,0.0
2022,Italian Grand Prix,Latifi,Williams,15,0.0
2022,Italian Grand Prix,Magnussen,Haas F1 Team,16,0.0
2022,Italian Grand Prix,Ricciardo,McLaren,17,0.0
2022,Italian Grand Prix,Stroll,Aston Martin,18,0.0
2022,Italian Grand Prix,Alonso,Alpine F1 Team,19,0.0
2022,Italian Grand Prix,Vettel,Aston Martin,20,0.0
2022,Japanese Grand Prix,Verstappen,Red Bull,1,25.0
2022,Japanese Grand Prix,Pérez,Red Bull,2,18.0
2022,Japanese Grand Prix,Leclerc,Ferrari,3,15.0
2022,Japanese Grand Prix,Ocon,Alpine F1 Team,4,12.0
2022,Japanese Grand Prix,Hamilton,Mercedes,5,10.0
2022,Japanese Grand Prix,Vettel,Aston Martin,6,8.0
2022,Japanese Grand Prix,Alonso,Alpine F1 Team,7,6.0
2022,Japanese Grand Prix,Russell,Mercedes,8,4.0
2022,Japanese Grand Prix,Latifi,Williams,9,2.0
2022,Japanese Grand Prix,Norris,McLaren,10,1.0
2022,Japanese Grand Prix,Ricciardo,McLaren,11,0.0
2022,Japanese Grand Prix,Stroll,Aston Martin,12,0.0
2022,Japanese Grand Prix,Tsunoda,AlphaTauri,13,0.0
2022,Japanese Grand Prix,Magnussen,Haas F1 Team,14,0.0
2022,Japanese Grand Prix,Bottas,Alfa Romeo,15,0.0
2022,Japanese Grand Prix,Zhou,Alfa Romeo,16,0.0
2022,Japanese Grand Prix,Schumacher,Haas F1 Team,17,0.0
2022,Japanese Grand Prix,Gasly,AlphaTauri,18,0.0
2022,Japanese Grand Prix,Sainz,Ferrari,19,0.0
2022,Japanese Grand Prix,Albon,Williams,20,0.0
2022,Mexico City Grand Prix,Verstappen,Red Bull,1,25.0
2022,Mexico City Grand Prix,Hamilton,Mercedes,2,18.0
2022,Mexico City Grand Prix,Pérez,Red Bull,3,15.0
2022,Mexico City Grand Prix,Russell,Mercedes,4,13.0
2022,Mexico City Grand Prix,Sainz,Ferrari,5,10.0
2022,Mexico City Grand Prix,Leclerc,Ferrari,6,8.0
2022,Mexico City Grand Prix,Ricciardo,McLaren,7,6.0
2022,Mexico City Grand Prix,Ocon,Alpine F1 Team,8,4.0
2022,Mexico City Grand Prix,Norris,McLaren,9,2.0
2022,Mexico City Grand Prix,Bottas,Alfa Romeo,10,1.0
2022,Mexico City Grand Prix,Gasly,AlphaTauri,11,0.0
2022,Mexico City Grand Prix,Albon,Williams,12,0.0
2022,Mexico City Grand Prix,Zhou,Alfa Romeo,13,0.0
2022,Mexico City Grand Prix,Vettel,Aston Martin,14,0.0
2022,Mexico City Grand Prix,Stroll,Aston Martin,15,0.0
2022,Mexico City Grand Prix,Schumacher,Haas F1 Team,16,0.0
2022,Mexico City Grand Prix,Magnussen,Haas F1 Team,17,0.0
2022,Mexico City Grand Prix,Latifi,Williams,18,0.0
2022,Mexico City Grand Prix,Alonso,Alpine F1 Team,19,0.0
2022,Mexico City Grand Prix,Tsunoda,AlphaTauri,20,0.0
2022,Miami Grand Prix,Verstappen,Red Bull,1,26.0
2022,Miami Grand Prix,Leclerc,Ferrari,2,18.0
2022,Miami Grand Prix,Sainz,Ferrari,3,15.0
2022,Miami Grand Prix,Pérez,Red Bull,4,12.0
2022,Miami Grand Prix,Russell,Mercedes,5,10.0
2022,Miami Grand Prix,Hamilton,Mercedes,6,8.0
2022,Miami Grand Prix,Bottas,Alfa Romeo,7,6.0
2022,Miami Grand Prix,Ocon,Alpine F1 Team,8,4.0
2022,Miami Grand Prix,Albon,Williams,9,2.0
2022,Miami Grand Prix,Stroll,Aston Martin,10,1.0
2022,Miami Grand Prix,Alonso,Alpine F1 Team,11,0.0
2022,Miami Grand Prix,Tsunoda,AlphaTauri,12,0.0
